Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2024,"LAA",1460,0.086986301,0.252739726,0.344173441,0.208204334,0.292381606,0.347523219,0.639904825,0.139318885,0.254504504,141.69843680698148,-29.869065214808078,0.28499296031426957,81.84550292050403
2024,"BAL",1524,0.097769028,0.221784776,0.440828402,0.242921013,0.322134387,0.414307004,0.736441391,0.171385991,0.283937823,192.19092101664876,13.102651782945168,0.32088916522689104,111.3200428245911
2024,"BOS",1397,0.071581961,0.248389405,0.288184438,0.262578616,0.323319027,0.437106918,0.760425945,0.174528302,0.326966292,184.47031494357748,20.306068146015832,0.32833233512055504,108.27078345964405
2024,"CHW",1333,0.05476369,0.240810202,0.22741433,0.231511254,0.276691729,0.350482315,0.627174044,0.118971061,0.287777777,117.99930388636938,-38.6441756992782,0.27452911054217966,75.86426258322072
2024,"CLE",1441,0.076335877,0.210964607,0.361842105,0.227342549,0.29337979,0.364823348,0.658203138,0.137480799,0.265010351,143.88185607580644,-25.452918179946113,0.28836360327847355,87.23328422234619
2024,"DET",1555,0.070096463,0.24437299,0.286842105,0.238262088,0.294723294,0.391730903,0.686454197,0.153468815,0.291790306,168.1984108295779,-14.5327300223966,0.2986834779602439,94.54571142729046
2024,"KCR",1472,0.069293478,0.184782608,0.375,0.268164794,0.324453551,0.441198501,0.765652052,0.173033707,0.30116959,196.22266418811768,23.245018314094274,0.3298087047337669,110.71702948884693
2024,"MIN",1359,0.079470198,0.221486387,0.358803986,0.250205761,0.320560058,0.41728395,0.737844008,0.167078189,0.297511312,171.27785557646908,11.57906431098145,0.3209115506538166,109.61410922554319
2024,"NYY",1360,0.101470588,0.208823529,0.485915492,0.267335004,0.342415316,0.458646616,0.801061932,0.191311612,0.30479452,197.7476593040443,37.93135605087048,0.3442229792244076,125.75666497796085
2024,"OAK",1456,0.076236263,0.221840659,0.34365325,0.253980288,0.315898141,0.423047763,0.738945904,0.169067475,0.298117154,183.39585700077564,12.298402929730706,0.3209572771214159,112.68793282657472
2024,"SEA",1348,0.103115727,0.24851632,0.414925373,0.241558441,0.339033457,0.404329004,0.743362461,0.162770563,0.30050505,176.59572214017487,18.18956273923495,0.3270159177204536,119.38649775472761
2024,"TBR",1555,0.078456591,0.26045016,0.301234567,0.21819474,0.287001287,0.360341151,0.647342438,0.142146411,0.275257731,149.74969623755229,-32.9814446144222,0.28397022497269414,87.03133339296446
2024,"TEX",1578,0.068441064,0.211026615,0.324324324,0.234321157,0.291693088,0.376981392,0.66867448,0.142660235,0.272727272,162.33472468351937,-23.099191885236753,0.29211916103296387,88.83758445889002
2024,"TOR",1463,0.073820915,0.20027341,0.368600682,0.26590909,0.329911019,0.453030303,0.782941322,0.187121213,0.303553299,203.50362142247002,31.583583437621968,0.3364824325318018,121.72991675746317
2024,"ARI",1341,0.103653989,0.192393736,0.538759689,0.27753686,0.359939759,0.514310494,0.874250253,0.236773634,0.301886792,224.40160367025769,66.81802818312084,0.3726282930823992,139.00348314905102
2024,"ATL",1572,0.08524173,0.237913486,0.35828877,0.237757274,0.306709265,0.410220014,0.716929279,0.17246274,0.279635258,185.95490986080608,1.2260652181669203,0.3110204125062013,98.13088409200466
2024,"CHC",1478,0.104194857,0.208389715,0.5,0.240982348,0.324966078,0.411358403,0.736324481,0.170376055,0.281380753,186.27829121466732,12.595573414526967,0.32091587753484296,108.30737701461355
2024,"CIN",1568,0.077168367,0.241709183,0.319261213,0.24751773,0.314814814,0.408510638,0.723325452,0.160992908,0.303212851,190.31709086075375,6.058294168859234,0.3152490763237682,96.05727544552029
2024,"COL",1369,0.07962016,0.275383491,0.289124668,0.246153846,0.310395314,0.425101214,0.735496528,0.178947368,0.31013431,168.93963482077905,8.065723678429839,0.3176721626791485,90.60502197922354
2024,"MIA",1320,0.079545454,0.232575757,0.342019543,0.268085106,0.334348819,0.418723404,0.753072223,0.150638298,0.328199052,173.36666042562564,18.2508366798981,0.3278741945663906,108.16364183344855
2024,"HOU",1455,0.070103092,0.206185567,0.34,0.261724659,0.320220841,0.422844175,0.743065016,0.161119516,0.302443991,183.68693773486382,12.70699565150507,0.3206260289642196,110.86475173035224
2024,"LAD",1409,0.085876508,0.230660042,0.372307692,0.250594766,0.318602993,0.452022204,0.770625197,0.201427438,0.288613303,188.9402133661736,23.365822716378048,0.33060402736964406,114.21201137006484
2024,"MIL",1470,0.097959183,0.23877551,0.41025641,0.243284727,0.321282401,0.431312356,0.752594757,0.188027629,0.289966923,190.9421211730859,18.199499274434757,0.3258237783298936,109.04612750070591
2024,"WSN",1349,0.083024462,0.194217939,0.427480916,0.244645799,0.313988095,0.385502471,0.699490566,0.140856672,0.285714285,154.3880542623196,-4.135617126306487,0.30646676932697864,96.81437928382702
2024,"NYM",1577,0.082435003,0.253012048,0.325814536,0.243607954,0.315989847,0.404829545,0.720819392,0.161221591,0.301440329,190.86334822511444,5.546943644044502,0.31464527291748695,105.68544856025922
2024,"PHI",1472,0.067255434,0.226222826,0.297297297,0.241660489,0.299796057,0.407709414,0.707505471,0.166048925,0.286591606,168.41030307269742,-4.567342801325969,0.30630144700509626,96.05776024147492
2024,"PIT",1466,0.076398362,0.231241473,0.33038348,0.242469879,0.307587149,0.363704819,0.671291968,0.12123494,0.301554404,154.70403248193244,-17.568541465974036,0.2954142815123853,86.3721535042238
2024,"STL",1451,0.075809786,0.201929703,0.375426621,0.248291571,0.310082872,0.387243735,0.697326607,0.138952164,0.28973843,163.451407504762,-7.05848662785215,0.3042781049397284,96.15415918385494
2024,"SDP",1584,0.074494949,0.167929292,0.443609022,0.278596491,0.34031746,0.448421052,0.788738512,0.169824561,0.309204647,225.2070374890117,39.068048994138636,0.3411237144455039,123.2345034687877
2024,"SFG",1431,0.075471698,0.262753319,0.287234042,0.220939183,0.286013986,0.386451116,0.672465102,0.165511933,0.27036199,147.5305347067803,-20.629119672110708,0.29253241714265016,89.09790733512713
