Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Sam Long","KCR",2,1,1,29,0,28,9.642859770327915,4.178572567142096,0.642857318021861,0.2876712328767123,0.78313253,0.438356164,0.066666666,94.45268110795455,2.571429272087444,3.77,3.3411440518437736,4.035418119439546,0.3491515815258026,"Sam Long",25379,669674
"Kris Bubic","KCR",0,0,0,12,0,14.1,11.930233616516967,1.8837210973447842,0.6279070324482614,0.29411764705882354,0.71428571,0.575757575,0.111111111,93.47455357142857,2.5116281297930456,1.92,2.0462934058185693,2.0903794966182643,0.33530402183532715,"Kris Bubic",21455,663460
"Brennan Bernardino","BOS",4,3,0,48,3,42.2,9.492190187448465,3.796876074979386,0.843750238884308,0.3247863247863248,0.7781457,0.432203389,0.1,,3.585938515258309,3.94,3.9594478002284363,4.1606875008223,0.3289342448115349,"Brennan Bernardino",16835,657514
"Tim Hill","- - -",4,0,0,48,0,51,3.705883045922643,2.647059318516174,0.3529412424688232,0.3487179487179487,0.67307692,0.663265306,0.064516129,90.76481263827434,4.058824288391467,3.59,3.790023672337831,4.200892851435956,0.30213504657149315,"Tim Hill",16814,657612
"Brooks Raley","NYM",1,0,0,8,0,7,11.571430147910819,3.8571433826369397,0,0.15384615384615385,1,0.307692307,0,,0,3.15,1.8768581137364992,3.6078933436967,0.2987375259399414,"Brooks Raley",10061,548384
"Bryan King","HOU",1,0,0,20,0,19.2,10.983053332874276,3.661017777624759,0.4576272222030949,0.24444444444444444,0.82524272,0.422222222,0.055555555,91.94964776011561,2.2881361110154743,3.34,2.9083352289470925,3.6336134180306874,0.2938253879547119,"Bryan King",25890,687911
"Gregory Soto","- - -",2,5,2,50,0,40,11.025001839995692,5.40000090122238,0.6750001126527975,0.39090909090909093,0.68681319,0.486486486,0.1,98.37271479124664,5.40000090122238,4.83,4.012572716474557,4.173564458237724,0.2746221572160721,"Gregory Soto",19677,642397
"Hogan Harris","OAK",2,3,0,11,9,54.1,6.957055621764741,4.141104536764726,0.9938650888235343,0.2974683544303797,0.79608939,0.37037037,0.092307692,93.25311301986524,2.981595266470603,5.7,4.542940753537054,4.919369277847132,0.27440041303634644,"Hogan Harris",21520,663687
"T.J. McFarland","OAK",2,1,0,59,0,44.1,6.293235429234915,2.4360911338973867,0.8120303779657956,0.291044776119403,0.71984436,0.625,0.133333333,,3.857144295337529,2.64,3.8843773550295193,3.7363998997589407,0.27120253443717957,"T.J. McFarland",3237,519008
"José Alvarado","PHI",1,5,13,54,0,50.1,8.940398254434776,4.291391162128693,1.0728477905321732,0.2706766917293233,0.68259386,0.463235294,0.139534883,,4.470199127217388,4.05,4.21555281347113,3.959861231089387,0.27091774344444275,"Jose Alvarado",17780,621237
"Sam Hentges","CLE",0,0,0,25,0,23.2,10.267609219589229,1.9014091147387462,1.1408454688432477,0.26785714285714285,0.79787234,0.47368421,0.15,95.04112413194444,3.042254583581994,2.44,3.1625725746154787,2.794675786860339,0.2661735713481903,"Sam Hentges",18548,656529
"John King","STL",3,2,0,44,0,47,6.12766156384458,1.340425967091002,0.9574471193507156,0.29605263157894735,0.76470588,0.628205128,0.138888888,,2.8723413580521466,3.69,3.694487640921432,3.4716705965603842,0.24883052706718445,"John King",22051,667463
"Ryan Borucki","PIT",0,0,0,4,0,3.1,16.20000617981193,0,0,0.5,0.5,0.5,0,,5.400002059937309,6.11,-0.437428798676061,0.016968060620493386,0.2333156317472458,"Ryan Borucki",16350,621366
"Marco Gonzales","PIT",1,1,0,7,7,33.2,6.14851531593514,2.940594281534197,1.336633764333726,0.3392857142857143,0.78723404,0.403508771,0.111111111,89.72219094669117,4.544554798734668,6.77,4.707127146734451,4.800973774428034,0.2293534129858017,"Marco Gonzales",15467,594835
"Richard Lovelady","- - -",3,4,1,20,0,19.1,7.448277086763889,1.3965519537682294,0.9310346358454862,0.359375,0.5952381,0.40625,0.08,92.4994154710036,5.5862078150729175,4.19,3.3177450139230595,3.9315239336287333,0.2215829212218523,"Richard Lovelady",19337,663992
"Rob Zastryzny","MIL",1,0,0,9,3,7.2,5.8695671644018965,1.1739134328803793,0,0.18181818181818182,0.83333333,0.333333333,0,91.49581654866536,1.1739134328803793,1.66,2.6408332711130877,4.814035533529932,0.2175574004650116,"Rob Zastryzny",15094,642239
"Taylor Rogers","SFG",1,4,0,52,0,49,10.285716687973183,2.755102684278531,1.1020410737114126,0.319672131147541,0.82089552,0.42519685,0.12,,2.571429171993296,3.24,3.5095114311542566,3.4632416446944423,0.2141651064157486,"Taylor Rogers",13449,573124
"Danny Young","NYM",2,0,0,27,0,26,12.461541204058106,4.500000990354316,0.6923078446698947,0.31666666666666665,0.73863636,0.508196721,0.133333333,,3.4615392233494737,4.34,3.354880309246005,3.228720062169109,0.18529248237609863,"Danny Young",18439,664849
"Caleb Thielbar","MIN",2,3,3,44,0,36,10.500002225240543,4.000000847710683,1.2500002649095885,0.32673267326732675,0.57446809,0.346153846,0.113636363,93.33586131427305,5.750001218584107,4.43,3.968128300890547,4.013818512624304,0.17864400148391724,"Caleb Thielbar",10078,573204
"Eduardo Rodriguez","ARI",2,0,0,3,3,16,6.187500368803762,2.2500001341104587,1.1250000670552294,0.27450980392156865,0.75581395,0.37735849,0.111111111,91.50065104166667,3.937500234693303,4.64,4.162572634220127,4.241560211270311,0.16315656900405884,"Eduardo Rodriguez",13164,593958
"Jose Ferrer","WSN",0,0,0,13,0,11.2,6.94285922381405,3.857144013230028,0,0.3333333333333333,0.57894737,0.589743589,0,98.2414287860577,6.171430421168044,3.05,3.1625725746154787,4.331021545864887,0.15898007154464722,"Jose Ferrer",24017,678606
"Brant Hurter","DET",1,1,0,4,0,17.2,8.660377670157727,0.5094339805975133,1.52830194179254,0.20833333333333334,0.71428571,0.632653061,0.214285714,92.86011614118304,3.566037864182593,2.44,3.615402779591046,2.6081487062499615,0.15557368099689484,"Brant Hurter",30133,676428
"Brent Suter","CIN",0,0,0,38,3,51.1,7.188312400551576,1.753246926963799,1.4025975415710392,0.28104575163398693,0.77220077,0.43125,0.133333333,,3.681818546623978,4.1,4.292442816436593,4.036845463674509,0.15265294164419174,"Brent Suter",13942,608718
"Steven Matz","STL",1,2,0,6,6,27.2,5.530120990258733,3.5783135819321212,0.9759037041633059,0.3617021276595745,0.61135371,0.336842105,0.088235294,,6.180723459700937,6.23,4.752934166585311,5.204679668660415,0.14633604884147644,"Steven Matz",13361,571927
"José Quijada","LAA",1,0,0,10,0,10,9,2.7,0.9,0.19047619047619047,0.90909091,0.227272727,0.076923076,93.80112550584532,1.8,3.08,3.362572574615479,4.031624880433083,0.14232061803340912,"Jose Quijada",19200,650671
"Alex Young","- - -",0,0,0,10,0,9,8.000001801385226,3.0000006755194595,0,0.3076923076923077,0.90909091,0.576923076,0,88.33615112304688,1.0000002251731532,3.75,2.3847946217030263,3.394565262316011,0.131608247756958,"Alex Young",18333,622065
"Ray Kerr","ATL",1,2,0,10,2,22.1,10.880597634420687,2.820895682997956,1.6119403902845462,0.4032258064516129,0.74850299,0.328125,0.16,95.28862017463236,5.641791365995912,4.9,4.416303989281237,3.783455766525308,0.11813691258430481,"Ray Kerr",23809,678061
"Angel Zerpa","KCR",1,0,0,51,0,45,8.20000208536837,3.000000762939647,1.2000003051758588,0.3475177304964539,0.77044025,0.558620689,0.157894736,95.87852304193038,4.400001118978149,4.83,4.207017284675948,3.752726359247534,0.09545159339904785,"Angel Zerpa",22717,672582
"Kyle Muller","OAK",0,1,0,18,0,42.2,7.382812940049943,1.8984376131556995,1.265625075437133,0.30708661417322836,0.68669528,0.413533834,0.127659574,92.90411113112393,4.21875025145711,4.1,4.053197627700869,3.893560449437447,0.0900462195277214,"Kyle Muller",20167,666205
"Gabe Speier","SEA",0,2,0,25,0,19.2,11.898308931224284,5.491527199026592,0.9152545331710987,0.3111111111111111,0.625,0.355555555,0.1,93.53715258573008,5.949154465612142,3.64,3.9761321596564554,4.194426080931165,0.07393267750740051,"Gabe Speier",17170,642100
"Luke Little","CHC",3,1,0,30,1,26,9.692310536402346,6.230771059115794,0.3461539477286552,0.2413793103448276,0.73033708,0.724137931,0.076923076,96.11241198497213,3.461539477286552,3.59,4.0471882188109305,4.304516104250624,0.07234866172075272,"Luke Little",28036,681432
