Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Chris Bassitt","TOR",9,12,0,25,25,139,8.676258992805755,3.4964028776978417,1.0359712230215827,0.33078880407124683,0.74231177,0.4,0.10738255,92.62618371212122,4.338129496402877,4.4,4.133795596198213,4.2610163685658,1.8068928718566895,"Chris Bassitt",12304,605135
"José Soriano","LAA",6,7,0,22,20,113,7.725663716814159,3.584070796460177,0.6371681415929203,0.2686084142394822,0.71001495,0.596825396,0.114285714,99.09733429562998,3.424778761061947,4.1,3.799740716208399,3.817668976298476,1.7811986804008484,"Jose Soriano",22100,667755
"Simeon Woods Richardson","MIN",5,3,0,22,22,112.1,7.931751100976014,2.804154429637985,1.0415430738655373,0.2618296529968454,0.75129534,0.360856269,0.091549295,93.17437992772668,3.685460107524209,3.96,3.9192491667400144,4.329466675106936,1.7741889953613281,"Simeon Woods Richardson",24494,680573
"Kirby Yates","TEX",5,2,22,47,0,48.1,13.034484130278923,4.096552155230519,0.3724138322936835,0.1956521739130435,0.84951456,0.462365591,0.055555555,93.33223684210526,1.3034484130278923,1.84,2.2936069659302176,2.883833282833569,1.742936134338379,"Kirby Yates",9073,489446
"Jeff Hoffman","PHI",3,2,9,55,0,53.1,12.31875117480766,2.362500225305579,0.8437500804662781,0.2809917355371901,0.8125,0.373015873,0.092592592,96.89894386574075,2.0250001931190673,2.68,2.543822515606875,2.858661360740189,1.737394094467163,"Jeff Hoffman",17432,656546
"Trevor Williams","WSN",5,0,0,11,11,56.2,7.464706217359934,2.541176584633169,0.31764707307914614,0.27044025157232704,0.77319588,0.459627329,0.033333333,89.35006893382354,2.223529511554023,3.34,2.8096313823053163,3.954560913539812,1.7027356624603271,"Trevor Williams",16977,592866
"David Robertson","TEX",3,3,2,51,0,55,12.927274520495954,2.945454954037053,0.6545455453415674,0.32231404958677684,0.75757576,0.516129032,0.105263157,,3.1090913403724447,3.01,2.4352997464581816,2.536334552376415,1.6993969678878784,"David Robertson",8241,502085
"Ronel Blanco","HOU",9,6,0,24,24,137.2,8.891041819208386,3.595641912179862,1.307506149883586,0.20760233918128654,0.8,0.384401114,0.128205128,93.54379087395957,3.138014759720607,3.99,4.317536340345979,4.145281678935671,1.6991161108016968,"Ronel Blanco",19407,669854
"Miles Mikolas","STL",8,10,0,25,25,138,6.260869565217392,1.434782608695652,1.3043478260869565,0.3112128146453089,0.63398693,0.411894273,0.118343195,93.37631871578468,5.413043478260869,4.46,4.198804458673449,4.169650833719019,1.676638126373291,"Miles Mikolas",9803,571945
"Ryan Pepiot","TBR",7,5,0,19,19,98.2,9.486486731000507,3.010135212721315,1.0945946228077508,0.24279835390946503,0.72668113,0.36862745,0.104347826,95.08655554697157,3.6486487426925027,3.61,3.790950969190299,3.9752624227638793,1.6409000158309937,"Ryan Pepiot",26221,686752
"Ryan Feltner","COL",1,10,0,23,23,122.1,7.871934932196716,2.8692099285576815,1.2506812509097585,0.32142857142857145,0.62905318,0.453825857,0.126865671,94.9452237215909,5.002725003639034,4.37,4.298812403873364,4.151377954102046,1.6312984228134155,"Ryan Feltner",21446,663372
"Hunter Gaddis","CLE",4,2,0,61,0,58.2,8.437500914389537,1.8409092904122624,0.3068182150687104,0.2,0.82938389,0.374149659,0.028985507,95.47083938953489,1.3806819678091968,2.36,2.446663406121821,3.784923285873176,1.6177699565887451,"Hunter Gaddis",25636,683769
"Jake Irvin","WSN",9,10,0,26,26,151,7.569536423841059,2.0860927152317883,1.4304635761589404,0.2688679245283019,0.75140449,0.425675675,0.142011834,94.11338821193867,3.814569536423841,4.19,4.301645422297598,3.930630851147191,1.615936517715454,"Jake Irvin",21504,663623
"Tobias Myers","MIL",6,5,0,20,19,103.1,7.838710063255559,2.3516130189766677,1.1322581202480253,0.2727272727272727,0.83015267,0.392491467,0.111111111,92.89323982962553,2.874193689860372,4.1,3.9851532602657533,4.06465043376183,1.5925725400447845,"Tobias Myers",22191,668964
"Clay Holmes","NYY",2,4,26,52,0,51,10.411766263440638,2.6470592195188067,0.3529412292691742,0.35,0.69486405,0.676056338,0.076923076,,2.8235298341533936,2.74,2.4174744239361114,2.679847916447934,1.5883750915527344,"Clay Holmes",13649,605280
"Jared Jones","PIT",5,6,0,16,16,91,9.692307692307692,2.67032967032967,1.1868131868131868,0.26956521739130435,0.73696145,0.400826446,0.117647058,97.38511297376094,3.5604395604395602,3.75,3.744990157033061,3.7284503023703017,1.5875688791275024,"Jared Jones",27863,683003
"Zack Littell","TBR",5,8,0,24,24,129.2,8.051414513392471,1.8046273909327954,1.3881749161021502,0.3229166666666667,0.7755102,0.341645885,0.117647058,92.68358479071101,3.886889765086021,4.43,4.095734601550813,4.076388497535513,1.5587199926376343,"Zack Littell",15823,641793
"Luis Severino","NYM",8,6,0,24,24,142.2,7.380840858358192,2.9649531653233763,1.0724298683084552,0.270935960591133,0.71960298,0.471014492,0.115646258,96.35955368487929,3.9112148138308367,3.85,4.2910772072799315,4.302673301161201,1.522502064704895,"Luis Severino",15890,622663
"Spencer Schwellenbach","ATL",4,6,0,13,13,75.2,10.1101324983885,1.6651982938522236,1.1894273527515882,0.2923076923076923,0.72222222,0.42364532,0.131578947,96.08655393480066,4.0440529993554,3.19,3.387242185690779,3.1905086166469574,1.5116808414459229,"Spencer Schwellenbach",31846,680885
"Jameson Taillon","CHC",8,8,0,22,22,126.2,7.17631593355512,1.8473684581429022,1.3500000271044286,0.28232189973614774,0.73365231,0.397959183,0.115151515,92.6149609375,3.7657895492913007,3.8,4.133625225690594,4.156663467812481,1.504136562347412,"Jameson Taillon",11674,592791
"Kyle Gibson","STL",7,5,0,24,24,136.1,8.317848721076526,3.4327629642538042,1.1882641030109322,0.3050397877984085,0.73095823,0.459183673,0.138461538,91.71986400462963,4.224939032927759,5.03,4.240812223643918,3.9687234402540295,1.4859057664871216,"Kyle Gibson",10123,502043
"Kenley Jansen","BOS",3,2,24,44,0,45.1,10.522059118665222,2.977941259999591,0.5955882519999182,0.27522935779816515,0.78125,0.279279279,0.048387096,,2.779411842666285,3.34,2.7434549158007213,3.954675135759117,1.4428945779800415,"Kenley Jansen",3096,445276
"Kutter Crawford","BOS",8,10,0,26,26,143.1,8.476744486848503,2.386046596298097,1.758139597272282,0.2388451443569554,0.71314103,0.332506203,0.138613861,92.85708388375166,4.2069768934729606,4.02,4.760247049914497,4.355319839347699,1.4183070659637451,"Kutter Crawford",20531,676710
"Ryan Helsley","STL",5,4,38,52,0,52.2,10.253165052059755,3.7594938524219104,0.5126582526029878,0.29545454545454547,0.76923077,0.4,0.055555555,99.80646410349854,2.5632912630149387,2.85,2.8777624342804855,3.6902574761546365,1.4060872793197632,"Ryan Helsley",18138,664854
"Kevin Ginkel","ARI",7,2,5,56,0,57.1,9.575582881951448,1.726744454122392,0.4709303056697433,0.3181818181818182,0.69579288,0.458064516,0.058823529,96.14567789872798,2.6686050654618785,3.08,2.447456184524387,3.114562740641831,1.396975040435791,"Kevin Ginkel",19876,656464
"Kyle Bradish","BAL",2,0,0,8,8,39.1,12.127119036112608,3.432203500786587,0.45762713343821165,0.2777777777777778,0.78199052,0.549450549,0.071428571,,2.74576280062927,2.7,2.5015556040936175,2.9187680927355983,1.3760122060775757,"Kyle Bradish",24586,680694
"Casey Mize","DET",2,6,0,16,16,78.2,6.635593434854069,2.402542450550611,0.8008474835168704,0.3333333333333333,0.69391635,0.484848484,0.089743589,95.84326353392193,4.233050984303458,4.46,3.683759032142331,4.028798937564425,1.3613277673721313,"Casey Mize",20492,663554
"Jeremiah Estrada","SDP",4,2,1,46,0,47.1,15.021129585263617,3.2323949740440696,0.760563523304487,0.33663366336633666,0.70850202,0.298076923,0.086956521,97.10281776685393,3.4225358548701914,2.76,2.000600525122512,2.3739983104143048,1.3480068445205688,"Jeremiah Estrada",22210,669093
"Taj Bradley","TBR",6,8,0,18,18,101.1,10.12500050820805,3.197368581539384,1.3322369089747435,0.264,0.7755102,0.425287356,0.140186915,96.2593480989957,3.5526317572659822,3.99,3.9619147200003253,3.636929354921638,1.3102552890777588,"Taj Bradley",22543,671737
"Alec Marsh","KCR",7,7,0,20,19,101.1,8.25986883564341,2.8421054058127857,1.2434211150430938,0.28825622775800713,0.69395018,0.380136986,0.112903225,94.27778147885735,4.707237078377426,5.03,4.218493680247311,4.275901217957102,1.2974348329007626,"Alec Marsh",27451,679525
"Ben Brown","CHC",1,3,0,15,8,55.1,10.40963879343145,3.0903615167999616,0.813253030736832,0.2706766917293233,0.72222222,0.386861313,0.080645161,96.7000759956532,3.578313335242061,4.22,3.10835570589969,3.630801171483272,1.2961913049221039,"Ben Brown",23590,676962
"Justin Slaten","BOS",5,2,1,31,0,42.2,9.492188914446372,1.8984377828892742,0.42187506286428317,0.2894736842105263,0.64814815,0.49137931,0.055555555,96.48183035714285,3.3750005029142653,3.01,2.436009966349214,3.104625745237347,1.2795804738998413,"Justin Slaten",25648,686580
"Joe Jiménez","ATL",1,5,3,51,0,50.1,9.655630114789558,3.0397354065078237,0.1788079650886955,0.2558139534883721,0.72761194,0.410852713,0.017857142,94.64454192281421,2.860927441419128,2.64,2.5268109209667835,3.9537126819550075,1.275673270225525,"Joe Jimenez",15761,641729
"Ryan Walker","SFG",8,3,2,63,1,65.1,11.295919246745148,2.066326691477771,0.5510204510607389,0.273972602739726,0.81433225,0.472972972,0.088888888,94.84207153320312,2.066326691477771,2.81,2.504409258070707,2.7517486073317166,1.2746437694877386,"Ryan Walker",20423,676254
"Mark Leiter Jr.","- - -",3,5,0,50,0,45.2,13.007302439164665,3.5474461197721814,0.7883213599493737,0.34513274336283184,0.63356164,0.465517241,0.108108108,,4.532847819708898,3.29,2.7903097101949412,2.878826328873679,1.2457892335951328,"Mark Leiter Jr.",15551,643410
"Clarke Schmidt","NYY",5,3,0,11,11,60.2,9.939560856224347,2.967033091410253,0.8901099274230759,0.2905405405405405,0.84084084,0.389610389,0.1,,2.521978127698715,3.77,3.5252099524545097,3.7375067282481416,1.2230206727981567,"Clarke Schmidt",19899,657376
"Frankie Montas","- - -",6,8,0,23,23,114.1,7.7930032621335075,3.8571430287327457,1.2594752746882436,0.28313253012048195,0.69915254,0.406976744,0.125,95.57908191900144,4.565597870744883,4.61,4.666945819381992,4.543411580726424,1.2113094627857208,"Frankie Montas",14309,593423
"Robert Suarez","SDP",7,1,29,50,0,50.1,8.582782324257385,1.7880796508869552,0.715231860354782,0.23484848484848486,0.86294416,0.422222222,0.068965517,99.10124437736742,1.7880796508869552,2.58,2.8844268511441746,3.5966790943474445,1.2022600173950195,"Robert Suarez",30115,663158
"Raisel Iglesias","ATL",2,1,27,48,0,48.2,8.506849759603513,1.479452132104959,0.36986303302623974,0.175,0.72847682,0.428571428,0.042553191,95.57522583007812,1.479452132104959,2.32,2.422846508562999,3.351383833798579,1.195340633392334,"Raisel Iglesias",17130,628452
"Spencer Arrighetti","HOU",5,11,0,22,22,110.2,10.897590611873548,4.228915759831526,1.3825301522526143,0.32974910394265233,0.7122905,0.354729729,0.131782945,94.18909398614609,5.204819396715725,3.96,4.310162962433008,4.078752489903431,1.1953333616256714,"Spencer Arrighetti",29921,681293
"Colin Rea","MIL",11,4,0,24,21,135.1,7.182266077335396,2.394088692445132,1.3300492735806289,0.2557544757033248,0.8,0.401960784,0.121212121,92.94668505466656,3.5246305749886666,4.8,4.440897709779083,4.3664014820607795,1.1891939789056778,"Colin Rea",12317,607067
"Javier Assad","CHC",6,3,0,23,23,113,7.884956284579136,3.9823011538278466,1.03539829999524,0.28173374613003094,0.83806818,0.422492401,0.1,91.93967135125699,3.10619489998572,4.52,4.3661124788834496,4.613061438758065,1.179261326789856,"Javier Assad",21741,665871
"Declan Cronin","MIA",3,3,0,45,0,58.2,9.357956776565304,3.068182549693542,0,0.38372093023255816,0.63736264,0.575581395,0,93.70485276442308,4.602273824540313,3.67,2.361436019973276,3.3941560070063366,1.1654417514801025,"Declan Cronin",25645,686539
"Cooper Criswell","BOS",5,4,0,20,14,79.2,6.891213939077301,2.485355846880338,0.9037657625019411,0.3155737704918033,0.66132265,0.505976095,0.096385542,85.36280059814453,4.405858092196962,3.91,3.915710710033763,4.188301733231777,1.1557456720620394,"Cooper Criswell",24975,681867
"Carlos Estévez","- - -",2,4,22,43,0,43.2,8.656488675656044,1.6488549858392465,0.8244274929196233,0.22727272727272727,0.70987654,0.289473684,0.0625,96.83650405534351,2.47328247875887,2.98,3.04806875615442,4.077182351390603,1.1132438778877258,"Carlos Estevez",14542,608032
"Lance Lynn","STL",6,4,0,21,21,106.1,8.210031740674427,3.4702196017283664,1.269592537217695,0.2870967741935484,0.6796875,0.37694704,0.114503816,92.57520332649473,4.062696119096624,4.9,4.441569500997749,4.473731441736347,1.1056246757507324,"Lance Lynn",2520,458681
"Cole Sands","MIN",6,1,4,48,0,56.2,10.323531264995129,1.2705884633840159,0.7941177896150099,0.2866666666666667,0.7037037,0.383116883,0.079365079,95.50855999228395,3.1764711584600396,3.49,2.7037489628379174,3.240630895413322,1.0961931943893433,"Cole Sands",21461,663485
"Nick Pivetta","BOS",5,8,0,20,20,105.1,10.680380262562245,2.306962136713445,1.965189968311453,0.2801556420233463,0.73788546,0.303571428,0.164285714,94.13613636363637,4.699367315527388,3.94,4.425230863433948,3.599773103135171,1.0913742780685425,"Nick Pivetta",15454,601713
"Brayan Bello","BOS",11,5,0,23,23,123.2,8.733153818406135,3.4204852455424026,1.3827493545809713,0.31213872832369943,0.72715573,0.508241758,0.195876288,95.97393275669643,4.803234600123374,4.61,4.553408182732011,3.7441488274894574,1.0902552604675293,"Brayan Bello",23920,678394
"Orion Kerkering","PHI",2,2,0,49,2,48.2,10.356164924734713,2.4041097146705583,0.36986303302623974,0.3252032520325203,0.77319588,0.528455284,0.064516129,97.73238945705987,2.4041097146705583,3.27,2.566682132517648,2.99725046081852,1.0717837940901518,"Orion Kerkering",31776,689147
"Lucas Erceg","- - -",2,3,6,47,0,47,10.531916816939725,2.489362156731208,0.5744681900148941,0.2782608695652174,0.73770492,0.525423728,0.09375,98.80439143806561,2.872340950074471,3.05,2.800870380902397,3.002338073768808,1.0543979108333588,"Lucas Erceg",19360,668674
"Joey Estes","OAK",5,6,0,18,17,95.1,6.702797426303698,2.0769231461786104,1.3216783657500248,0.2624113475177305,0.70539419,0.236486486,0.085365853,92.705616799379,4.4370630850179404,4.37,4.463271918686932,5.159812378874685,1.052518405020237,"Joey Estes",26257,683155
"Chris Paddack","MIN",5,3,0,17,17,88.1,8.049057067240996,2.1396227647096318,1.426415176473088,0.3271375464684015,0.70881226,0.372759856,0.12173913,93.3738518370607,4.992453117655808,4.8,4.181440557810541,4.092973340835796,1.0486658811569214,"Chris Paddack",20099,663978
"Justin Martinez","ARI",5,4,5,49,0,57,11.210527816307712,4.736842739284949,0.15789475797616498,0.29850746268656714,0.78212291,0.636363636,0.047619047,100.42915482954545,1.8947370957139795,3.01,2.5836251287028738,2.9135860152722666,1.0480762720108032,"Justin Martinez",24453,679885
"Edwin Uceta","TBR",1,0,1,19,0,30,10.8,1.2,0.3,0.18461538461538463,0.8974359,0.34375,0.032258064,93.97123467167721,0.9,1.53,1.595905907948812,2.7277167151371637,1.046286702156067,"Edwin Uceta",20539,670955
"Yu Darvish","SDP",4,3,0,11,11,56.1,8.467455812430654,2.3964497582350908,0.9585799032940363,0.2532467532467532,0.74144487,0.386075949,0.09090909,94.28761843417553,3.1952663443134544,3.59,3.517602168428085,3.9075537318586577,1.0402488708496094,"Yu Darvish",13074,506433
"Calvin Faucher","MIA",2,3,3,47,0,47.2,10.006994341736153,4.3426579218855,0,0.3560606060606061,0.67567568,0.461538461,0,96.18889604810997,3.3986018519103913,3.75,2.6380969801848626,3.940912826981945,1.0377763509750366,"Calvin Faucher",20116,676534
"Ross Stripling","OAK",2,11,0,15,14,74,4.986486872066307,1.94594609641612,0.8513514171820525,0.3320610687022901,0.55335968,0.383458646,0.072164948,91.87413071656293,5.716216658222352,4.52,3.973383448122195,4.729080737994154,1.016835305839777,"Ross Stripling",13273,548389
"Andre Pallante","STL",5,6,0,22,13,79.2,6.778243056482462,3.502092245849272,0.6778243056482461,0.2869198312236287,0.68965517,0.621399176,0.113207547,94.95418218214564,4.066945833889477,3.61,3.878053786133072,3.90663221265715,1.0134601518511772,"Andre Pallante",26108,669467
"Jason Adam","- - -",7,2,4,56,0,56,10.125000689710937,2.732143043255332,0.6428571866483135,0.21428571428571427,0.75431034,0.4375,0.08,95.56055138221154,2.0892858566070185,3.24,2.966143989806272,3.3899436792643485,0.9588130116462708,"Jason Adam",11861,592094
"Dylan Floro","- - -",5,3,0,60,0,60.2,6.230770275538564,1.9285717519524126,0.29670334645421736,0.2802197802197802,0.73208723,0.455555555,0.034482758,90.1749776204427,2.670330118087956,3.24,2.8988362666561747,3.9183423598893827,0.9505942836403847,"Dylan Floro",13394,571670
"Grant Holmes","ATL",2,0,0,15,4,47,9.382979104183242,1.9148936947312738,0.7659574778925096,0.29838709677419356,0.73275862,0.464566929,0.09090909,94.51748349685077,3.4468086505162927,3.12,2.8859768187098505,3.197569326542662,0.9232699275016785,"Grant Holmes",16944,656550
"Chris Flexen","CHW",2,12,0,26,24,122,6.270491950328044,3.7622951701968264,1.401639377132151,0.2994791666666667,0.66084788,0.358395989,0.102702702,91.44433714016317,5.459016521462062,4.96,5.096998849487921,5.369222541724658,0.8936091396026313,"Chris Flexen",13896,623167
"Nick Mears","- - -",1,4,0,51,0,55.1,11.873496499804821,3.578314013639809,0.9759038219017662,0.3591549295774648,0.62322946,0.425675675,0.103448275,96.87292418293718,5.367471020459714,3.12,3.1264279886191173,3.304440543660859,0.8876863270998001,"Nick Mears",25376,683232
"Mitch Spence","OAK",7,9,0,28,17,115.2,7.547550971600989,2.7233431340828314,1.2449568612950086,0.3029411764705882,0.70579495,0.478873239,0.125984251,,4.668588229856282,3.85,4.269200895766597,4.133995673328725,0.8823372423648834,"Mitch Spence",27707,687765
"Dedniel Núñez","NYM",2,0,1,24,0,33.1,12.150001853943154,2.160000329589894,0.8100001235962103,0.273972602739726,0.74626866,0.52,0.107142857,96.49925199468085,2.4300003707886306,2.46,2.3525724510192685,2.454883187312792,0.8560892939567566,"Dedniel Nunez",23055,673380
"José Buttó","NYM",5,3,2,21,7,64.2,9.463917897958574,4.731958948979287,0.6958763160263658,0.2054794520547945,0.84848485,0.42,0.081967213,94.31029829545454,2.3659794744896434,3.67,3.8275210543740066,4.251139516571309,0.8365441262722015,"Jose Butto",23313,676130
"Bryan Abreu","HOU",2,1,1,62,0,63,12.428572181130798,4.4285716967247675,0.8571429090435033,0.2962962962962963,0.85790885,0.39716312,0.103448275,96.80013020833333,2.7142858786377606,3.46,3.4006678271275628,3.557017454878179,0.8262796401977539,"Bryan Abreu",16609,650556
"Fernando Cruz","CIN",3,8,0,60,0,51.1,13.67532806280757,4.909092125110409,1.0519483125236593,0.34234234234234234,0.6501548,0.339130434,0.153846153,94.77032266496282,5.435066281372239,4.46,3.3378972933694224,2.9691615365994974,0.819608211517334,"Fernando Cruz",7048,518585
"Gavin Williams","CLE",2,5,0,9,9,43,9.837209302325581,3.13953488372093,0.8372093023255814,0.3387096774193548,0.66780822,0.393700787,0.088888888,96.76017271662764,5.023255813953488,4.49,3.4416423420573388,3.817444734933764,0.8140276074409485,"Gavin Williams",30122,668909
"Beau Brieske","DET",2,3,0,31,6,46.2,10.028572999798769,3.471429115314958,0.38571434614610645,0.3412698412698413,0.65916399,0.385826771,0.04,96.05588892886513,4.242857807607171,3.51,2.776858228469372,3.842560845288074,0.8006359338760376,"Beau Brieske",26079,689225
"Jonathan Cannon","CHW",2,7,1,16,14,86.2,6.126923256710442,2.4923077654415353,1.3500000396141651,0.2883895131086142,0.7388664,0.392857142,0.12037037,94.66824386368937,4.25769243262929,4.58,4.685649542385306,4.623143466837836,0.7974213510751724,"Jonathan Cannon",31730,686563
"Valente Bellozo","MIA",2,1,0,6,6,33,7.363636363636363,2.1818181818181817,0.8181818181818182,0.25806451612903225,0.8490566,0.229166666,0.055555555,89.82509397110849,2.4545454545454546,3.99,3.5262089382518425,4.82291813438589,0.7956400513648987,"Valente Bellozo",23899,678368
"Joe Ross","MIL",2,6,0,14,10,55,7.527272727272727,3.4363636363636365,0.8181818181818182,0.2976190476190476,0.65714286,0.432748538,0.076923076,94.6540589545183,4.418181818181818,4.31,3.8716634837063877,4.479892852631482,0.789998322725296,"Joe Ross",12972,605452
"Osvaldo Bido","OAK",4,3,0,12,6,45,9.000000381469743,4.200000178019213,0.4000000169542108,0.25892857142857145,0.72953737,0.309734513,0.037037037,94.96634050755719,3.4000001441107917,2.81,3.6070170378979354,4.846826056501749,0.7894412279129028,"Osvaldo Bido",23150,674370
"Shane Bieber","CLE",2,0,0,2,2,12,15,0.75,0,0.4166666666666667,1,0.5,0,92.47847316576087,0,2.66,0.07923924128214566,0.5841244479020444,0.7692993879318237,"Shane Bieber",19427,669456
"Will Vest","DET",2,4,1,55,0,53.2,8.385095353121761,2.850932420061399,0.3354038141248704,0.3141025641025641,0.74780059,0.490445859,0.047619047,96.19043162128713,3.186336234186269,3.96,2.901702941407246,3.6026137334178605,0.7670968174934387,"Will Vest",19769,676684
"Cal Quantrill","COL",8,8,0,24,24,127.1,6.856021216268538,3.534031554777597,1.3429319908154869,0.2967914438502674,0.76034063,0.441025641,0.147286821,94.29761782786885,4.594241021210876,4.9,5.015975790009952,4.610666153102015,0.7553682327270508,"Cal Quantrill",19312,615698
"Ryan Pressly","HOU",0,3,2,49,0,46.2,9.45000051498416,3.0857144538723786,0.578571460101071,0.34558823529411764,0.70532915,0.481751824,0.075,94.02783921185662,3.857143067340473,4.08,3.0554297116337987,3.5179916967211655,0.7511864304542542,"Ryan Pressly",7005,519151
"Dean Kremer","BAL",6,9,0,18,18,96.1,8.501730552685512,3.830450029231934,1.4013841570360734,0.24436090225563908,0.64705882,0.40647482,0.122950819,93.62067044914448,4.297578081577292,4.93,4.636621095349719,4.530614020094041,0.7462480664253235,"Dean Kremer",19350,665152
"Charlie Morton","ATL",7,7,0,23,23,126,9.07142912071041,3.2857144846667627,1.3571429393188803,0.29721362229102166,0.72473404,0.466275659,0.168141592,94.16483689692983,4.285714545217517,4.61,4.583207581270915,3.9812717118402747,0.741450309753418,"Charlie Morton",4676,450203
"Ryan Thompson","ARI",6,3,2,52,0,52.1,6.707007510168296,1.891720066970545,0.6878982061711073,0.27564102564102566,0.80524345,0.624203821,0.108108108,92.50938527960527,2.5796182731416524,3.75,3.353655409663009,3.4308960202806715,0.7385556101799011,"Ryan Thompson",16647,657044
"Collin Snider","SEA",2,2,0,27,0,26.2,10.125000965595337,2.0250001931190673,0.33750003218651126,0.3181818181818182,0.86466165,0.328358208,0.035714285,94.13929521276596,1.0125000965595337,2.85,2.0750724709033874,3.1779609769357116,0.7358874082565308,"Collin Snider",23307,676092
"Pierce Johnson","ATL",5,4,1,43,0,42.1,11.055119438486107,4.251969014802349,0.42519690148023487,0.3333333333333333,0.74733096,0.495327102,0.06060606,95.61572925464527,3.401575211841879,3.72,2.8791079736286553,3.445650611509478,0.7300775647163391,"Pierce Johnson",13435,572955
"Anthony Bender","MIA",4,2,0,50,0,45,10.000001695421295,2.6000004408095365,0.6000001017252776,0.33064516129032256,0.70422535,0.492063492,0.076923076,96.15245710100446,4.000000678168518,3.34,2.940350314717228,3.3863852608839986,0.7236007452011108,"Anthony Bender",19742,669622
"Chris Martin","BOS",2,1,1,34,0,33.2,10.425743361803063,0.5346535057334905,1.069307011466981,0.3409090909090909,0.77160494,0.415730337,0.129032258,94.96247702205882,2.940594281534197,3.05,2.746730959044986,2.59685938977293,0.7229523062705994,"Chris Martin",11847,455119
"Max Scherzer","TEX",2,4,0,8,8,39.1,8.694915535326022,1.8305085337528466,1.372881400314635,0.2761904761904762,0.73033708,0.324074074,0.122448979,92.6584714933206,3.889830634224799,3.29,3.899860734043709,3.8037113760148484,0.7135878801345825,"Max Scherzer",3137,453286
"Trevor Megill","MIL",0,3,20,36,0,34.1,10.485437281541445,2.6213593203853613,1.0485437281541445,0.27906976744186046,0.74850299,0.292134831,0.09090909,98.94481057960894,3.1456311844624336,3.24,3.308203647970221,3.734752613490949,0.7091028094291687,"Trevor Megill",17722,656730
"Paul Blackburn","- - -",5,3,0,13,13,73,7.1506849315068495,2.589041095890411,1.2328767123287672,0.2692307692307692,0.71052632,0.451612903,0.133333333,92.17437637061404,4.191780821917808,4.37,4.340654766396301,4.1159858826905085,0.7082687616348267,"Paul Blackburn",14739,621112
"John Schreiber","KCR",3,3,2,45,0,39,7.153847553321164,3.2307698627902033,0.23076927591358595,0.3170731707317073,0.68904594,0.544715447,0.028571428,92.88636416480655,3.923077690530961,3.67,3.2907777279008044,4.316750920789102,0.7082427740097046,"John Schreiber",20020,670167
"Hunter Harvey","- - -",2,4,1,49,0,50.2,9.769738435828055,2.842105726786343,0.8881580396207321,0.3333333333333333,0.67692308,0.44680851,0.116279069,97.96389996963339,4.440790198103661,5,3.5178357904637716,3.5204053630007097,0.7078504860401154,"Hunter Harvey",15507,640451
"Derek Law","WSN",7,2,1,61,0,75.2,7.255507583350306,2.259912198092718,0.8325992308762646,0.2909090909090909,0.78817734,0.482300884,0.109375,95.39186197916666,2.8546259344329075,3.77,3.5458325380347118,3.624307786527822,0.7065925598144531,"Derek Law",13133,571882
"Porter Hodge","CHC",1,1,2,27,0,30.1,10.681320472351825,3.560440157450608,0.29670334645421736,0.21212121212121213,0.7518797,0.388059701,0.035714285,,2.076923425179521,2.54,2.5032318047172177,3.472804187823975,0.6998881697654724,"Porter Hodge",26413,687863
"Shane Baz","TBR",1,2,0,8,8,44,7.363636363636363,3.477272727272727,0.8181818181818182,0.2890625,0.78651685,0.401515151,0.074074074,96.02184789037855,3.477272727272727,4.22,3.935299847342751,4.612377198988741,0.6821476221084595,"Shane Baz",22264,669358
"Michael Lorenzen","- - -",7,6,0,23,22,124.1,6.5871316367604615,4.126005530718091,1.230563053021185,0.2404692082111437,0.82489146,0.413407821,0.118055555,93.98132141341877,3.4745309732362872,4.67,4.996352810490186,4.973112133344781,0.6803222075104713,"Michael Lorenzen",14843,547179
"Spencer Turnbull","PHI",3,0,0,17,7,54.1,9.607362188031768,3.3128835131144028,0.9938650539343209,0.23308270676691728,0.83955224,0.474820143,0.12,,2.6503068104915224,4.02,3.843554185644551,3.80182622748366,0.6771994531154633,"Spencer Turnbull",16207,605513
"Hunter Stratton","PIT",2,1,1,34,0,36.2,8.100002247204104,1.7181822948614764,0.7363638406549186,0.30275229357798167,0.6937799,0.37037037,0.068181818,95.5583828491784,3.6818192032745927,3.12,3.244390779132692,3.998341368498381,0.6759139895439148,"Hunter Stratton",23455,676702
"Gerrit Cole","NYY",4,2,0,10,10,52,10.384615384615385,2.769230769230769,1.5576923076923077,0.3382352941176471,0.81433225,0.365517241,0.140625,95.86598557692308,4.153846153846154,4.22,4.201034113077017,3.815225645212027,0.6665418148040771,"Gerrit Cole",13125,543037
"Kyle Nicolas","PIT",2,2,0,41,0,45.1,9.727942267916317,3.97058868078217,0.1985294340391085,0.3025210084033613,0.68791946,0.470588235,0.025,97.48812536678403,2.779412076547519,3.1,2.8758078365589888,3.925504089502056,0.6631530523300171,"Kyle Nicolas",27775,693312
"Huascar Brazobán","- - -",1,3,0,28,0,39.2,9.983195357467581,3.6302528572609387,0.45378160715761734,0.25252525252525254,0.61611374,0.485148514,0.064516129,96.32762570488721,3.4033620536821303,2.79,2.960891860323205,3.489152244738743,0.6582858604378998,"Huascar Brazoban",6107,623211
